pitch,yaw,x,y,z,state
5,-79.81,0,-9,11,3
5,-79.81,1,-6,12,3
5,-79.81,4,-7,12,3
5,-79.81,1,-8,11,3
5,-79.81,-1,-11,12,3
5,-79.81,2,-6,11,3
5,-79.81,-1,-10,12,3
5,-79.81,0,-4,11,3
5,-79.81,0,-9,11,3
5,-79.81,0,-4,12,3
5,-79.81,-3,-6,9,3
5,-79.81,-1,-6,10,3
5,-79.81,0,-9,12,3
5,-79.81,4,-5,10,3
5,-79.81,-4,-7,11,3
5,-79.81,4,-6,12,3
5,-79.81,-2,-8,13,3
5,-79.81,-1,-9,15,3
5,-79.81,1,-7,14,3
5,-79.87,0,-9,15,3
4.94,-79.87,-3,-13,13,3
4.94,-79.94,0,-8,15,3
4.94,-79.94,2,-8,12,3
4.94,-79.94,2,-9,15,3
4.94,-79.94,-1,-9,15,3
4.94,-79.94,1,-5,15,3
4.94,-79.94,0,-12,14,3
4.94,-79.94,0,-5,12,3
4.94,-79.94,4,-11,13,3
4.94,-79.94,0,-7,12,3
4.94,-79.94,1,-6,15,3
4.94,-79.94,1,-6,12,3
4.94,-79.94,0,-11,13,3
4.94,-79.94,0,-12,14,3
4.94,-79.94,0,-9,15,3
4.94,-79.94,0,-4,15,3
4.94,-79.94,0,-6,14,3
4.94,-79.94,2,-11,14,3
4.94,-79.94,1,-7,15,3
4.94,-79.94,-1,-8,14,3
4.94,-79.94,2,-7,14,3
4.94,-79.94,1,-9,12,3
4.94,-79.94,-1,-10,11,3
4.94,-79.94,6,-7,12,3
4.94,-79.94,-1,-13,14,3
5.06,-80,4,-1,6,3
5.19,-79.94,6,-13,11,3
5.5,-80.06,3,-10,8,3
5.56,-80.37,9,-4,7,3
5.5,-80.44,11,0,5,3
5.25,-80.56,6,-19,8,3
5.31,-81.06,5,-2,0,3
5.31,-81.06,7,1,-5,3
5.12,-80.37,14,-17,11,3
4.87,-80,3,-5,2,3
4.94,-79.94,13,3,-3,3
4.94,-79.94,2,-9,1,3
4.94,-80,7,-8,0,3
5,-80.06,7,3,-4,3
5,-79.94,5,-2,-1,3
5.06,-79.81,-9,-6,-11,3
5,-79.5,6,-8,-7,3
4.94,-79.19,6,-11,-2,3
4.87,-79.19,3,0,-9,3
4.81,-79,7,-17,0,3
4.81,-79.06,5,-1,-10,3
4.81,-79.06,-11,5,-13,3
4.87,-79,0,-12,-3,3
5.12,-79.19,4,1,-15,3
5.37,-79.25,6,-13,-7,3
5.37,-79.44,24,3,-12,3
4.69,-78.94,-11,-17,-3,3
4.62,-78.69,9,-19,0,3
4.62,-79.06,8,7,-17,3
4.69,-78.87,3,-10,-3,3
4.75,-79,4,-8,-10,3
4.75,-78.87,13,-4,-3,3
4.81,-78.81,-1,1,-5,3
4.81,-78.94,2,-11,-6,3
4.81,-78.87,11,-4,-9,3
4.87,-78.87,5,-1,-10,3
4.87,-78.81,0,-7,-8,3
4.87,-78.81,2,-2,-8,3
4.87,-78.75,0,-3,-10,3
4.87,-78.75,2,-5,-8,3
4.87,-78.75,5,-6,-6,3
4.87,-78.75,-2,-1,-11,3
4.87,-78.75,4,-2,-10,3
4.87,-78.75,5,0,-10,3
4.87,-78.75,2,-4,-9,3
4.87,-78.75,1,-3,-10,3
4.87,-78.75,4,-4,-8,3
4.87,-78.75,4,-4,-9,3
4.87,-78.75,2,-9,-8,3
4.87,-78.75,2,-2,-9,3
4.87,-78.75,2,0,-8,3
4.87,-78.75,1,-4,-8,3
4.87,-78.75,0,-1,-11,3
4.87,-78.75,3,-5,-12,3
4.87,-78.75,3,-4,-10,3
4.87,-78.75,1,-5,-8,3
4.87,-78.75,1,-4,-10,3
4.87,-78.75,3,-3,-7,3
4.87,-78.75,4,-5,-10,3
4.87,-78.75,8,-8,-8,3
4.87,-78.75,3,-5,-8,3
4.87,-78.75,6,-7,-6,3
4.87,-78.75,1,-2,-7,3
4.87,-78.75,4,-6,-9,3
4.87,-78.75,7,-4,-9,3
4.87,-78.75,5,-3,-10,3
4.87,-78.75,0,-2,-10,3
4.87,-78.75,3,-1,-9,3
4.87,-78.75,1,-1,-8,3
4.87,-78.75,7,-2,-10,3
4.87,-78.75,2,0,-9,3
4.87,-78.75,2,-8,-7,3
4.87,-78.75,1,-3,-8,3
4.87,-78.75,-1,1,-9,3
4.87,-78.75,3,-4,-7,3
4.87,-78.75,4,-6,-10,3
4.87,-78.75,5,-3,-11,3
4.87,-78.75,3,-6,-12,3
4.87,-78.69,0,-2,-14,3
4.87,-78.69,3,-4,-11,3
4.87,-78.69,3,-3,-12,3
4.87,-78.69,6,-6,-10,3
4.87,-78.69,-1,2,-12,3
4.87,-78.69,2,-4,-12,3
4.87,-78.69,2,-5,-9,3
4.87,-78.81,-1,5,-18,3
4.87,-78.62,3,-16,-3,3
4.94,-78.87,8,8,-16,3
4.94,-78.75,-2,-9,-5,3
4.94,-78.87,3,-2,-12,3
4.94,-78.81,2,-6,-7,3
4.94,-78.87,4,0,-14,3
5,-78.87,9,-12,-4,3
5.12,-78.87,6,1,-8,3
5.12,-78.94,0,0,-11,3
5.12,-78.94,-7,-3,-6,3
5.12,-78.94,2,0,-6,3
5.12,-78.94,3,5,-6,3
5.06,-78.94,2,-4,-8,3
5.06,-78.94,3,-7,-5,3
5.06,-79,-6,0,-6,3
5.12,-79.06,3,-1,-8,3
5.06,-79.06,0,-4,-8,3
5.06,-79.06,7,-9,-5,3
5.19,-79.06,0,-5,-5,3
5.37,-79.19,3,-6,-8,3
5.5,-79.37,1,-8,-9,3
5.81,-79.44,1,-10,-6,3
5.81,-79.87,6,0,-12,3
5.5,-79.81,-4,-17,-12,3
5.12,-79.12,1,-10,1,3
5.06,-79,5,3,1,3
5.06,-78.75,1,-11,-4,3
4.94,-78.62,0,-12,-5,3
4.94,-78.69,0,-1,-6,3
5,-78.75,8,0,-6,3
5,-78.87,3,-2,-2,3
5,-78.94,1,-6,-6,3
5,-78.94,0,-6,-9,3
5,-78.94,0,-4,-7,3
5,-78.94,1,0,-11,3
5,-78.94,0,-6,-6,3
5,-78.94,0,-3,-9,3
5,-78.94,1,-6,-8,3
5,-78.94,5,-4,-6,3
5,-78.94,5,-2,-7,3
5,-78.94,0,-2,-7,3
5,-78.94,0,-6,-10,3
5,-78.94,2,0,-9,3
5,-78.94,9,-4,-7,3
5,-78.94,0,-5,-9,3
5,-78.94,0,-4,-7,3
5,-78.94,0,-2,-10,3
5,-78.94,3,-6,-8,3
5,-78.94,5,-3,-6,3
5,-78.94,-1,-4,-10,3
5,-78.94,1,-4,-12,3
5,-78.94,1,-5,-12,3
5,-78.94,-4,3,-18,3
5,-78.94,0,-3,-11,3
5,-78.94,1,-1,-9,3
5,-78.94,0,-5,-10,3
5,-78.94,0,-4,-8,3
5,-78.94,-4,-6,-8,3
5,-78.94,4,-5,-9,3
5,-78.94,0,-5,-8,3
5,-78.94,4,-3,-8,3
5,-78.94,1,-6,-7,3
5,-78.94,3,-3,-7,3
5,-78.94,0,-2,-10,3
5,-78.94,0,-7,-8,3
5,-78.94,1,-3,-9,3
5,-78.94,-2,-3,-11,3
5,-78.94,-2,-2,-9,3
5,-78.94,0,-3,-9,3
5,-78.94,0,-2,-7,3
5,-78.94,0,-6,-7,3
5,-78.94,5,-1,-7,3
5,-78.94,-2,-4,-5,3
5,-78.94,1,-5,-6,3
5,-78.94,1,-2,-8,3
5,-78.94,-3,0,-10,3
5,-78.94,2,-3,-8,3
5,-78.94,1,-1,-10,3
5,-78.94,0,-3,-7,3
5,-78.94,0,-3,-9,3
5,-78.94,1,-1,-9,3
5,-78.94,2,-5,-11,3
5,-78.94,2,-3,-8,3
5,-78.94,3,-5,-8,3
5,-78.94,6,-1,-5,3
5,-78.94,0,-3,-6,3
5,-78.94,0,-6,-7,3
5,-78.94,0,0,-11,3
5,-78.94,4,-8,-7,3
5,-78.94,-2,-7,-9,3
5,-78.94,2,-7,-12,3
5,-78.94,4,-5,-9,3
5,-78.94,-1,-7,-9,3
5,-78.94,3,-6,-9,3
5,-78.94,-1,-4,-7,3
5,-78.94,2,-4,-8,3
5,-78.94,2,-5,-9,3
5,-78.94,-2,-1,-7,3
5,-78.94,0,-3,-10,3
5,-78.94,2,-2,-10,3
5,-78.94,1,-4,-9,3
5,-78.94,3,-2,-7,3
5,-78.94,4,-1,-5,3
5,-78.94,2,-3,-8,3
5,-78.94,2,-6,-9,3
5,-78.94,1,-1,-11,3
5,-78.94,0,0,-11,3
5,-79,1,1,-10,3
5,-78.94,2,-6,-8,3
5,-79.06,-1,-6,-9,3
5,-79.06,-1,5,-11,3
5,-79,3,-2,-8,3
5,-79.06,1,0,-13,3
5,-79,0,-11,-6,3
5,-79.06,0,-5,-8,3
5,-79.06,-1,-2,-3,3
5,-79.06,3,-2,-8,3
5,-79.06,3,-3,-4,3
5,-79.06,-1,-14,-1,3
5,-79.06,0,-9,-3,3
5,-79,3,-1,-5,3
5,-79,2,-1,-4,3
5,-79,0,-5,-1,3
5,-79,2,-4,-1,3
5,-79.06,1,-1,-4,3
5,-79.06,-3,-10,-1,3
5,-79.19,1,2,-9,3
5,-79.19,3,-6,-2,3
5,-79.19,6,-8,-4,3
5,-79.19,-1,-10,-3,3
5,-79.19,1,-7,-5,3
5,-79.19,1,-5,-1,3
5,-79.19,1,-5,-4,3
5,-79.19,0,-9,-3,3
5,-79.19,1,-5,-6,3
5,-79.19,1,-4,-1,3
5,-79.19,-2,-10,-5,3
4.94,-79.12,-10,10,-15,3
5,-79,-2,-7,-5,3
5.06,-78.37,12,-34,0,3
6.12,-77.94,19,4,-12,3
6.69,-77.06,-7,14,-11,3
6.94,-75.87,0,-40,13,3
7.12,-75.62,-5,18,4,3
7.44,-75.44,6,12,-21,3
7.44,-75.19,-8,-8,-1,3
7.44,-75.19,5,-10,4,3
7.44,-75.19,2,-8,-5,3
7.5,-75.12,4,-23,2,3
7.5,-75.19,-3,4,-16,3
7.5,-75.19,2,-4,-9,3
7.56,-75.12,-4,-29,3,3
8.19,-75.44,-10,-9,-3,3
7.75,-75.81,-33,7,-13,3
7.44,-76.44,6,-1,-21,3
7.37,-76.75,-15,-8,-4,3
7.62,-76.12,34,-14,27,3
6.56,-77.25,-17,11,-15,3
6.69,-78.44,13,13,-5,3
6.19,-77.87,-13,-47,10,3
6.19,-78.69,-9,16,-13,3
6.25,-78.5,-10,-11,0,3
6.25,-78.44,-11,-17,0,3
6.25,-78.56,-6,-15,0,3
6.25,-78.56,2,-3,-3,3
6.25,-78.56,7,-6,1,3
6.25,-78.56,0,-12,-1,3
6.25,-78.56,-1,-2,-1,3
6.25,-78.62,4,-2,1,3
6.25,-78.69,-4,-4,0,3
6.25,-78.62,0,-12,0,3
6.25,-78.62,0,-11,1,3
6.25,-78.69,7,1,0,3
6.25,-78.62,4,-4,4,3
6.25,-78.62,0,-2,-2,3
6.19,-78.37,0,-10,4,3
6.19,-78.37,1,-9,0,3
6.19,-78.44,0,-8,-3,3
6.19,-78.44,-2,-7,-2,3
6.19,-78.44,0,-5,-3,3
6.19,-78.44,5,-8,-2,3
6.12,-78.44,0,-6,-1,3
6.12,-78.5,0,-9,-1,3
6.12,-78.5,0,-8,-4,3
6.12,-78.5,6,-5,-4,3
6.12,-78.5,0,-4,-3,3
6.12,-78.5,2,-6,-4,3
6.12,-78.5,2,-5,-4,3
6.12,-78.5,0,-2,-3,3
6.12,-78.5,1,-7,-5,3
6.12,-78.5,1,-5,-4,3
6.12,-78.5,-1,-7,-5,3
6.12,-78.5,3,-9,-4,3
6.12,-78.5,0,-6,-3,3
6.12,-78.56,0,-10,-3,3
6.12,-78.56,0,-8,-2,3
6.12,-78.56,2,-5,-3,3
6.12,-78.56,0,-5,-2,3
6.12,-78.56,3,-5,-2,3
6.12,-78.56,1,-4,-1,3
6.12,-78.56,1,-7,-3,3
6.12,-78.56,1,-6,-2,3
6.12,-78.56,4,-7,-2,3
6.12,-78.56,1,-7,-2,3
6.12,-78.56,-1,-8,-2,3
6.12,-78.56,1,-5,-1,3
6.12,-78.56,1,-9,-2,3
6.12,-78.56,5,-5,-2,3
6.12,-78.56,0,-7,-3,3
6.12,-78.56,0,-7,-2,3
6.12,-78.56,1,-5,-2,3
6.12,-78.56,-5,-5,-4,3
6.12,-78.56,5,-3,-1,3
6.12,-78.56,1,-7,-2,3
6.12,-78.56,2,-9,0,3
6.12,-78.62,-3,-5,0,3
6.19,-78.75,-3,1,-5,3
6.25,-78.56,1,-13,-1,3
6.37,-78.5,5,-3,-4,3
6.37,-77.87,2,-11,-2,3
6.12,-77.44,12,-14,-3,3
5.94,-77.31,-2,-8,-8,3
5.5,-76.87,22,-7,6,3
5.25,-76.69,22,-18,6,3
5.62,-77.25,3,-6,-12,3
6.12,-77.69,53,5,7,3
5.87,-77.56,-8,-2,-8,3
5.94,-77.5,2,-22,-2,3
5.56,-77.19,-11,-9,-6,3
5.37,-76.81,-5,-23,-9,3
5.44,-76.94,-2,-19,-1,3
5.5,-77.44,1,-5,-2,3
5.62,-78.12,3,28,-18,3
6.31,-78.56,-3,-33,6,3
6.69,-79,17,-1,12,3
6.69,-79.44,21,5,-5,3
5.81,-78.44,-16,-46,17,3
5.87,-78.56,22,-12,0,3
5.75,-78.69,-2,4,-4,3
5.75,-78.56,2,-12,-1,3
5.75,-78.69,0,-5,-3,3
5.81,-78.62,1,-9,-1,3
5.81,-78.69,-2,-7,-3,3
5.81,-78.69,5,-5,-1,3
5.81,-78.69,3,-4,-2,3
5.81,-78.69,2,-8,0,3
5.81,-78.69,0,-8,-3,3
5.81,-78.62,0,-5,0,3
5.81,-78.62,0,-3,-2,3
5.81,-78.62,0,-7,-2,3
5.81,-78.62,1,-7,0,3
5.81,-78.62,0,-7,1,3
5.81,-78.62,3,-6,-1,3
5.81,-78.62,0,-7,-2,3
5.81,-78.62,-1,-9,1,3
5.81,-78.62,0,-7,-2,3
5.81,-78.62,3,-2,0,3
5.81,-78.62,2,-3,-1,3
5.81,-78.62,3,-5,-1,3
5.81,-78.62,2,-9,-2,3
5.81,-78.62,3,-8,0,3
5.81,-78.62,8,-6,-1,3
5.81,-78.62,2,-3,-2,3
5.81,-78.62,-2,-10,-2,3
5.81,-78.62,0,-7,0,3
5.81,-78.62,4,-1,-1,3
5.81,-78.62,0,-5,0,3
5.81,-78.62,0,-6,-1,3
5.81,-78.62,0,-8,0,3
5.81,-78.62,-1,-10,3,3
5.81,-78.69,7,-3,0,3
5.81,-78.69,0,-3,1,3
5.81,-78.69,0,-11,0,3
5.81,-78.69,1,-9,0,3
5.81,-78.69,0,-5,0,3
5.75,-78.69,2,-6,0,3
5.75,-78.69,-2,-7,-3,3
5.75,-78.69,-3,-10,-1,3
5.81,-78.69,4,0,-3,3
5.81,-78.5,6,-13,2,3
5.75,-78.75,11,-22,-2,3
5.94,-81.31,17,7,-5,3
6.25,-80.75,-8,11,-36,3
7.62,-75.75,-31,-18,-11,3
11.06,-70.69,72,71,-19,3
12.81,-67.69,34,-43,-103,3
8.38,-65.37,-119,-49,-5,3
6,-64.12,113,-94,36,3
0.19,-65.5,-9,-50,-33,3
-5.31,-65.87,-30,160,-48,3
-6.44,-61.56,-104,-113,-56,3
-7.06,-61.88,63,-151,109,3
-11.06,-69.94,-5,157,-30,3
-15.19,-69.44,-33,-18,-79,3
-21.69,-63.31,-8,-181,3,3
-26.87,-62.69,-261,-107,-49,3
-29.44,-63.38,-12,-58,13,3
-30.75,-67.75,100,36,-31,3
-29.75,-75.87,-128,66,17,3
-28.81,-71.75,-87,-75,-77,3
-30.62,-69.06,-36,-62,-42,3
-30.75,-69.25,-68,-27,-7,3
-30.94,-74.25,75,-20,-11,3
-32.25,-89.69,-81,-55,58,3
-37,-111.19,-67,184,-208,3
-35.63,-101.75,-10,13,55,3
-28.56,-88.94,-126,60,-90,3
-26.62,-55.25,457,-878,-446,3
-30.62,-54.31,-357,-343,343,3
-28.19,-56.25,-20,-61,-100,3
-26.25,-58.88,-49,28,-23,3
-28.44,-62.5,53,-22,-80,3
-31.75,-62.44,33,-79,-132,3
-26.12,-60.88,12,158,3,3
-24.56,-54.94,-66,-388,-48,3
-31.75,-62.06,-189,174,-234,3
-30.56,-66.75,-54,-13,-35,3
-30.12,-68.31,-82,19,-46,3
-28.81,-69.81,-22,-21,-22,3
-28.56,-68.37,-2,53,-53,3
-30.25,-66.12,-64,-49,-23,3
-29.62,-64.19,26,-83,-26,3
-30.5,-65.69,-49,23,-32,3
-30.19,-66,-28,-4,-28,3
-30,-65.31,-17,-28,-13,3
-29.37,-66,14,-8,-29,3
-30.25,-66.75,-53,-31,-48,3
-29.75,-65.69,-18,-41,7,3
-29.69,-65.75,-11,23,-21,3
-29.31,-64.44,6,-18,16,3
-29,-67.12,11,22,-6,3
-28.56,-66.81,4,6,-14,3
-29.31,-66.44,-23,-34,-14,3
-29.44,-66.62,-19,-3,-15,3
-29.5,-66.81,-20,-16,-21,3
-29.87,-67.12,-7,-1,-21,3
-29.94,-67,-1,-1,5,3
-30.06,-67.19,-5,-9,-7,3
-30,-67.31,0,2,-10,3
-30.12,-67.5,0,0,-9,3
-30.19,-67.44,5,-6,7,3
-30.25,-67.56,1,-7,0,3
-30.31,-67.56,-3,-3,-8,3
-30.31,-67.62,-7,-4,-5,3
-30.37,-67.62,-4,-6,-5,3
-30.37,-67.62,-2,-5,-9,3
-30.44,-67.62,1,-7,-3,3
-30.5,-67.62,-6,-4,-7,3
-30.5,-67.5,-5,-12,-5,3
-30.56,-67.5,-7,-11,-1,3
-30.56,-67.5,-9,-11,-5,3
-30.56,-67.5,0,-7,-2,3
-30.56,-67.56,-9,-8,0,3
-30.56,-67.75,-13,-23,-7,3
-30.56,-67.69,6,-1,4,3
-30.75,-68.06,-2,9,-17,3
-31,-67.75,-22,-25,2,3
-31,-67.87,9,6,-2,3
-31,-67.94,-7,-3,-1,3
-30.94,-67.87,7,-10,2,3
-31,-68.19,3,-14,-1,3
-30.94,-68.44,-1,-15,2,3
-30.87,-68.75,3,-4,-4,3
-31,-69.12,4,-4,-4,3
-31.37,-68.5,-5,-8,0,3
-31.44,-68.31,-7,25,-16,3
-31.56,-67.37,-16,-5,-2,3
-31.81,-66.37,2,-15,0,3
-32.06,-66.44,-12,-11,-3,3
-31.44,-68,4,22,14,3
-31.44,-67.56,12,-9,7,3
-31.87,-67.25,10,-9,-6,3
-31.87,-67.19,2,-12,7,3
-31.75,-67.31,9,0,4,3
-31.94,-67.19,-1,-7,5,3
-32,-67.06,11,-20,9,3
-32,-67.06,5,-6,0,3
-32,-67.06,3,-10,4,3
-32,-67.25,6,-7,0,3
-32.06,-67.25,-2,-13,-5,3
-32,-67.19,0,-21,0,3
-32,-67.25,6,-9,5,3
-32,-67.25,1,-8,3,3
-32,-67.25,2,-6,2,3
-32,-67.25,0,-5,-1,3
-32,-67.25,2,-4,0,3
-32,-67.25,4,-6,2,3
-32,-67.25,1,-4,2,3
-32,-67.25,0,-6,0,3
-32,-67.25,0,-6,1,3
-32,-67.25,3,-4,2,3
-32,-67.25,5,-8,1,3
-32,-67.25,1,-4,1,3
-32,-67.25,2,-1,2,3
-32,-67.31,0,-9,3,3
-32,-67.31,0,-4,2,3
-32,-67.31,4,-6,6,3
-32,-67.31,4,-6,0,3
-32,-67.31,7,-5,5,3
-32.06,-67.31,4,-2,1,3
-32.06,-67.31,1,-5,1,3
-32.06,-67.31,2,-2,3,3
-32.06,-67.31,7,-6,0,3
-32.06,-67.37,8,-5,1,3
-32.06,-67.37,6,-4,4,3
-32.06,-67.37,4,-3,5,3
-32.06,-67.37,4,-5,2,3
-32.06,-67.37,0,-5,1,3
-32.06,-67.37,0,-5,-1,3
-32.06,-67.37,0,-7,-1,3
-32.06,-67.37,1,-8,1,3
-32.06,-67.37,0,-6,0,3
-32.06,-67.37,1,-5,0,3
-32.06,-67.37,0,-6,2,3
-32.06,-67.37,4,-7,1,3
-32.06,-67.37,5,-5,0,3
-32.06,-67.37,10,-4,0,3
-32.06,-67.37,8,-3,4,3
-32.06,-67.37,10,-5,0,3
-32.06,-67.37,5,-5,0,3
-32.06,-67.37,6,-4,0,3
-32.06,-67.37,2,-6,-1,3
-32.06,-67.37,5,-4,2,3
-32.06,-67.37,4,-4,0,3
-32.06,-67.37,3,-3,0,3
-32.06,-67.37,3,-7,0,3
-32.06,-67.37,3,-7,1,3
-32.06,-67.37,0,-3,0,3
-32.06,-67.37,2,-9,3,3
-32.06,-67.37,0,-8,4,3
-32.06,-67.37,-3,-3,2,3
-32.06,-67.31,0,-6,3,3
-32.06,-67.37,2,-7,4,3
-32.06,-67.37,1,-8,3,3
-32.06,-67.37,2,-8,2,3
-32.06,-67.37,6,-8,8,3
-32.06,-67.37,5,-8,2,3
-32.06,-67.37,2,-6,3,3
-32.06,-67.37,2,-5,0,3
-32.06,-67.37,2,-3,3,3
-32.06,-67.37,1,-8,4,3
-32.06,-67.44,4,-6,3,3
-32.06,-67.44,3,-7,1,3
-32.06,-67.44,-1,-6,5,3
-32.06,-67.44,2,-9,3,3
-32.13,-67.44,2,-8,-1,3
-32.13,-67.44,5,-6,4,3
-32.25,-67.31,5,-6,8,3
-32.38,-67.19,-4,-5,1,3
-32.38,-67.06,0,-7,5,3
-32.38,-67.06,2,-6,5,3
-32.38,-67.06,1,-5,4,3
-32.38,-67.06,6,-5,5,3
-32.38,-67.06,6,-5,4,3
-32.38,-67.06,7,-5,1,3
-32.38,-67.06,5,-3,1,3
-32.38,-67.06,11,-1,0,3
-32.38,-67,3,-8,4,3
-32.13,-67.44,12,-14,-5,3
-31.94,-68.37,6,5,-3,3
-31.56,-69,17,2,0,3
-31.44,-70,8,7,-8,3
-31.19,-69.62,48,1,0,3
-31.94,-68.62,-14,-15,3,3
-31.81,-68.31,19,-2,-4,3
-32,-67.44,15,-32,21,3
-32.44,-67.69,-14,10,-28,3
-32.44,-67.5,6,-8,1,3
-32.5,-67.56,9,1,-9,3
-32.69,-67.31,-26,0,-24,3
-32.56,-67.25,6,7,-16,3
-32.5,-67.31,8,0,-13,3
-32.25,-67.44,5,1,-7,3
-31.87,-67.62,2,4,-9,3
-31.75,-67.94,8,0,-10,3
-32,-67.87,-3,7,-10,3
-32.13,-67.87,15,3,-10,3
-32.5,-67.62,1,0,-13,3
-32.56,-67.5,11,7,-13,3
-32.81,-67.12,6,-7,-3,3
-33,-66.62,10,-6,-4,3
-33.19,-66.12,11,2,-6,3
-33.5,-65.31,11,0,-8,3
-33.75,-64.62,6,11,-11,3
-33.81,-64,14,0,-2,3
-34.06,-63.5,8,8,-9,3
-34.06,-62.63,15,0,-8,3
-34,-63.13,0,6,-13,3
-33.81,-63.88,13,6,-10,3
-33.69,-64.31,12,4,-7,3
-33.63,-64.37,12,6,-3,3
-33.63,-64.44,9,3,-7,3
-33.56,-64.5,14,5,-7,3
-33.5,-64.56,13,4,-6,3
-33.5,-64.62,14,1,-5,3
-33.5,-64.62,10,3,-5,3
-33.5,-64.62,8,5,-6,3
-33.5,-64.62,16,3,-5,3
-33.5,-64.62,7,3,-9,3
-33.5,-64.62,12,11,-14,3
-33.94,-63.75,1,11,-12,3
-34.19,-63.38,-21,16,-51,3
-33.56,-62.31,-1,15,1,3
-33.56,-62.44,1,10,-7,3
-33.56,-62.31,14,2,0,3
-33.5,-62.38,13,8,-12,3
-33.5,-62.44,2,8,-8,3
-33.5,-62.38,19,-6,1,3
-33.38,-63.5,1,2,-10,3
-32.88,-64.25,22,4,-3,3
-32.63,-64.87,14,6,-8,3
-32.44,-64.94,4,-5,-13,3
-32.5,-64.69,5,-12,-5,3
-33.19,-65.12,13,3,-4,3
-33.38,-65.12,16,-13,-4,3
-33.38,-65.62,-8,-6,-10,3
-32.75,-66.62,20,4,-3,3
-32.69,-66,-2,-6,-2,3
-32.88,-65.87,4,0,-6,3
-32.88,-66.44,-1,-3,-7,3
-32.81,-66.25,5,-2,-7,3
-32.81,-66.37,4,-4,-6,3
-32.81,-66.37,7,-1,-5,3
-32.81,-66.44,2,-1,-9,3
-32.81,-66.37,8,-3,-7,3
-32.75,-66.37,10,0,-2,3
-32.81,-66.44,10,0,-6,3
-32.81,-66.44,6,0,-7,3
-32.81,-66.44,5,0,-8,3
-32.81,-66.44,7,-3,-5,3
-32.81,-66.44,5,0,-6,3
-32.81,-66.44,6,0,-4,3
-32.81,-66.44,5,0,-8,3
-32.81,-66.44,7,0,-4,3
-32.81,-66.44,8,3,-5,3
-32.81,-66.44,6,1,-9,3
-32.81,-66.44,5,2,-6,3
-32.81,-66.44,2,0,-6,3
-32.81,-66.44,6,0,-6,3
-32.81,-66.44,5,0,-5,3
-32.81,-66.44,5,0,-9,3
-32.81,-66.44,10,-1,-6,3
-32.81,-66.44,11,1,-6,3
-32.81,-66.44,10,1,-5,3
-32.81,-66.44,8,0,-5,3
-32.81,-66.44,7,2,-4,3
-32.81,-66.44,12,0,-5,3
-32.81,-66.44,7,5,-7,3
-32.81,-66.44,9,0,-4,3
-32.81,-66.44,6,2,-6,3
-32.81,-66.44,8,-2,-5,3
-32.81,-66.44,7,0,-5,3
-32.81,-66.44,12,-3,-4,3
-32.81,-66.44,7,-3,-4,3
-32.81,-66.44,6,-1,-6,3
-32.81,-66.44,3,-2,-7,3
-32.81,-66.44,6,3,-3,3
-32.81,-66.44,5,1,-2,3
-32.81,-66.44,4,-1,-7,3
-32.81,-66.44,6,-2,-6,3
-32.81,-66.44,4,-3,-10,3
-32.81,-66.44,4,1,-7,3
-32.81,-66.44,6,-1,-4,3
-32.81,-66.44,8,1,-6,3
-32.81,-66.44,8,2,-5,3
-32.81,-66.44,10,2,-6,3
-32.81,-66.44,8,-1,-6,3
-32.81,-66.44,6,2,-6,3
-32.81,-66.44,6,0,-5,3
-32.81,-66.44,4,-3,-7,3
-32.81,-66.44,6,0,-8,3
-32.81,-66.44,8,0,-7,3
-32.81,-66.44,6,1,-8,3
-32.81,-66.44,6,-1,-10,3
-32.81,-66.44,9,0,-9,3
-32.81,-66.44,3,2,-9,3
-32.81,-66.44,8,-1,-9,3
-32.81,-66.44,7,0,-8,3
-32.81,-66.44,14,0,-3,3
-32.81,-66.44,9,4,-5,3
-32.81,-66.44,10,1,-6,3
-32.81,-66.44,8,1,-6,3
-32.81,-66.44,9,-1,-5,3
-32.81,-66.44,5,-2,-6,3
-32.81,-66.44,7,2,-6,3
-32.81,-66.44,6,0,-8,3
-32.81,-66.44,7,2,-7,3
-32.81,-66.44,13,0,-6,3
-32.81,-66.44,7,5,-5,3
-32.81,-66.44,11,1,-3,3
-32.81,-66.44,-1,0,-14,3
-32.81,-66.31,2,-3,-9,3
-32.75,-66.31,7,-5,-4,3
-32.75,-66.44,0,-12,-6,3
-32.56,-66.56,2,-7,-5,3
-32.31,-66.69,7,-7,-3,3
-32,-66.94,3,0,-7,3
-31.75,-67.06,5,-3,-4,3
-31.62,-67.44,20,-7,-13,3
-31.94,-67.44,1,-6,-9,3
-32.19,-67.44,-7,-5,-1,3
-32.25,-67.37,0,0,-9,3
-32.13,-67.31,15,-5,10,3
-32.25,-67.19,-5,-3,-9,3
-32.25,-67.06,10,-2,-4,3
-32.25,-67.19,-2,-6,-3,3
-32.06,-67.25,-3,-5,-3,3
-31.75,-67.44,4,-2,-4,3
-31.69,-67.5,1,-7,-2,3
-31.69,-67.44,6,2,0,3
-31.75,-67.69,2,9,-16,3
-32.19,-67.5,-3,-11,-9,3
-32.25,-67.31,-11,-7,-15,3
-32.44,-67,-1,4,-7,3
-32.5,-66.69,-2,-11,0,3
-32.5,-66.69,1,-6,0,3
-32.5,-66.69,-1,-5,-3,3
-32.5,-66.75,0,-3,0,3
-32.5,-66.75,7,-7,0,3
-32.5,-66.75,2,-1,-5,3
-32.5,-66.75,0,-3,-5,3
