pitch,yaw,x,y,z,state
-82.75,-96.56,290,-340,-209,0
-81.12,-164.69,104,-79,140,0
-73.56,-137.37,-560,-650,-72,0
-79.87,-72.56,413,-525,14,0
-80.81,-108.06,-574,-111,157,0
-80.75,-90.56,-162,251,-592,0
-78.06,-138.62,-18,89,33,0
-78.44,-166.5,-361,-181,13,0
-74.69,-114,-289,116,-159,0
-79.12,-66.87,497,39,249,0
-79.37,-50.44,678,-692,222,0
-82.19,-83.5,291,-461,-118,0
-80.56,-155.81,-6,-198,92,0
-72.44,-134.56,-509,-320,25,0
-78.06,-63.56,576,-558,-6,0
-80.75,-102.19,-669,-116,650,0
-81.06,-106.37,-527,-369,-104,0
-76.5,-141.62,196,-67,157,0
-74.69,-162.81,-311,-463,-294,0
-73.75,-116.37,-264,174,-186,0
-79.87,-87.37,345,-13,227,0
-81.12,-56.94,680,-689,439,0
-82.62,-102.06,536,-480,-91,0
-78.06,-163,-35,-174,137,0
-72.25,-145.12,-510,-376,18,0
-79.94,-87.19,288,-385,49,0
-81.37,-111.12,-667,-154,140,0
-80.94,-71.37,137,173,-451,0
-78.12,-142.5,-71,294,22,0
-77.5,-175.12,-235,27,30,0
-74.62,-118.12,-63,141,59,0
-79.44,-59.38,462,-113,181,0
-81.81,-75,-221,-578,-276,0
-84.69,-5.19,531,-921,-197,0
-79.31,-162.31,-63,19,184,0
-72.5,-143.06,-101,-181,-31,0
-79.81,-81.44,232,-510,81,0
-81.25,-105.44,-379,-90,-243,0
-80.69,-54.13,306,-76,-327,0
-78.5,-136,-38,173,24,0
-78.25,-172.69,-291,213,-15,0
-76.31,-111.31,-79,99,-158,0
-79.37,-56.63,569,58,215,0
-81.56,-66.5,-766,-251,-930,0
-83.81,-5.94,407,-776,-142,0
-80.44,-150.06,-76,94,172,0
-76,-148.62,-30,-127,-33,0
-77.62,-90.87,398,-156,-90,0
-81.31,-91.94,-369,-151,229,0
-78.37,-18.56,1298,-790,-367,0
-82.87,-98.44,412,-300,-213,0
-78.69,-167.69,-351,46,32,0
-74.75,-117.56,68,124,104,0
-78.06,-54.56,567,-11,-64,0
-80.56,-68.56,-758,96,-559,0
-83.87,-6,59,-821,-205,0
-79.37,-148.62,13,117,164,0
-74.19,-148.87,-137,45,20,0
-78.75,-95.06,-44,-457,18,0
-82.12,-78.94,-108,-189,86,0
-78.44,-32.5,945,-422,-312,0
-80.44,-105.75,251,-68,-181,0
-80.19,-155.94,66,-91,128,0
-73.12,-130.37,-806,-768,-175,0
-77.06,-89.12,384,-225,84,0
-79.44,-103.94,-780,-209,289,0
-79.56,-60.5,-48,-111,-492,0
-79.44,-127.12,159,60,9,0
-79.5,-162.37,-202,209,-2,0
-79.12,-102.69,-263,-410,119,0
-78.06,-51.44,617,-157,-34,0
-78.62,-82.44,-924,144,-302,0
-82.75,-65.69,190,-331,-131,0
-78.75,-140.19,-22,-78,86,0
-78.31,-148.5,255,-289,-58,0
-74.12,-110,121,-291,-80,0
-78.62,-88.69,70,-230,90,0
-79.25,-75.31,307,-156,-200,0
-79.25,-138.06,88,-448,-164,0
-72,-163,13,-26,100,0
-71.12,-138.87,-100,-439,-86,0
-74.5,-113.12,334,-247,89,0
-76,-120.69,-544,-71,417,0
-80.12,-107.25,301,-310,-234,0
-77.5,-137.62,454,378,104,0
-77.56,-170.62,-174,122,-107,0
-77.37,-108.12,-43,-166,-123,0
-79.56,-69.81,361,19,161,0
-81.56,-38.88,210,-839,-283,0
-81.44,-106.31,344,-331,-250,0
-78.75,-160.12,12,11,17,0
-74.5,-133.69,-636,-688,-84,0
-80.06,-54,529,-273,13,0
-81.81,-90.19,-555,-214,269,0
-78.62,-52.19,168,66,-514,0
-77.31,-128,-176,103,-35,0
-78.5,-156.31,-345,-213,-24,0
-74.75,-106.62,-150,173,-81,0
-78.31,-69,446,-82,229,0
-77.94,-72.62,-551,-443,-423,0
-78.12,-87.12,429,-189,-133,0
-79.06,-141.37,80,-112,67,0
-71.62,-129.25,-1150,-740,-206,0
-77.75,-69.06,439,-655,59,0
-79.06,-95.44,-328,-29,741,0
-79.44,-83.56,-593,-261,-192,0
-76.31,-132.12,133,61,66,0
-75.56,-157.5,-347,-199,-366,0
-74.81,-111.44,-297,539,-213,0
-79.87,-81.44,310,-40,184,0
-79.5,-55.31,385,-808,-30,0
-80,-104.44,299,-104,-89,0
-79.25,-159.12,62,-128,22,0
-71.87,-130.31,-820,-847,-200,0
-77.69,-70.94,297,-490,-77,0
-79.62,-97.31,-519,-171,42,0
-79.06,-65,-29,33,-519,0
-77.06,-127.69,3,-9,25,0
-77.25,-161.19,-326,25,-12,0
-73.44,-117.56,-296,248,-74,0
-78.75,-65.56,564,-125,78,0
-79.06,-82.81,-1031,-349,-762,0
-80.44,-96.31,235,-605,-150,0
-77.06,-144.87,-14,113,168,0
-72,-144.75,-220,5,-86,0
-74.75,-94.25,424,119,69,0
-79.56,-96,-106,-167,142,0
-78.31,-41.25,991,-510,-370,0
-78.94,-113.56,-20,43,-163,0
-78,-164.31,-71,-60,54,0
-72.69,-126.87,-242,-406,-101,0
-77.62,-64.5,638,-195,-78,0
-80.87,-96.06,-838,-80,105,0
-81.19,-114.19,-1089,-483,-385,0
-78.31,-147.12,362,104,147,0
-76.62,-156.87,135,-235,-377,0
-74.69,-98.44,84,309,-151,0
-80.69,-79.62,53,-182,-248,0
-78.81,-40.31,948,-416,-348,0
-80.06,-110.25,110,-189,-127,0
-78.44,-163.5,-90,-71,15,0
-72.31,-123.06,-414,-827,-245,0
-77.12,-60.38,421,-762,-89,0
-79.62,-97.25,-817,-119,553,0
-80.56,-99.44,-796,1,-265,0
-76.87,-134.31,275,58,159,0
-76.81,-162.62,-307,-69,-164,0
-73.19,-113,-195,552,-131,0
-79.31,-63.56,374,-192,232,0
-80.5,-60.94,-423,-804,-239,0
-81.94,-83.06,733,-315,-206,0
-78.19,-158.44,-42,26,144,0
-71.87,-128.56,-926,-678,-91,0
-76.69,-62.63,565,-491,-68,0
-80.37,-100.31,-962,-308,437,0
-80.25,-86.37,-877,125,-443,0
-77.87,-132.19,243,170,110,0
-77.94,-162.62,-277,-183,-334,0
-74.12,-103.25,-236,168,-193,0
-77.87,-55.88,476,-132,160,0
-78.31,-52.19,-68,-928,-52,0
-80.19,-79.94,366,-343,-224,0
-79.87,-142.75,52,-62,81,0
-72.62,-130.37,-413,-483,57,0
-76.12,-74.62,268,-384,12,0
-80.31,-87.31,-559,-345,-293,0
-75.62,-37.94,691,96,-432,0
-76.94,-125.5,-269,346,-8,0
-79.37,-160.12,-159,219,24,0
-73.31,-106.56,89,33,93,0
-76.12,-50.81,556,-179,78,0
-78.31,-65.44,-682,-565,-836,0
-80.19,-62,725,-612,-217,0
-79.75,-132.37,-18,33,147,0
-71.19,-135.12,-719,-603,-31,0
-75.56,-79.06,451,-236,54,0
-79.25,-83.69,-185,-144,142,0
-74.94,-39.69,799,-128,-260,0
-78.37,-112.75,-100,-103,-202,0
-79.62,-155.5,-44,-92,5,0
-73.37,-119.37,67,-696,-66,0
-76.37,-61.19,461,-392,-89,0
-80.31,-88.69,-1110,-173,831,0
-80.31,-83.56,-390,-796,-398,0
-78.56,-128.12,193,99,92,0
-76.69,-135.62,144,-208,-233,0
-73,-83.5,111,223,-196,0
-78.19,-59.81,44,-269,-209,0
-76.31,-37.19,827,-361,-363,0
-81,-92.19,247,-117,-193,0
-80.19,-148.25,19,-176,95,0
-72.44,-125.56,-796,-578,-112,0
-75.87,-64.25,482,-484,-22,0
-79.25,-87.87,-1048,-321,295,0
-80.06,-72.94,-349,-781,-351,0
-78.37,-130.06,162,147,117,0
-76.37,-141.56,180,-154,-101,0
-73.19,-91.87,-38,-50,-179,0
-78.25,-70.62,170,-144,-3,0
-73.81,-31.44,1273,-357,-472,0
-79.75,-92,37,-73,-210,0
-80.19,-154.62,69,-216,46,0
-72.5,-122.31,-433,-843,-190,0
-75.87,-59.25,443,-614,-79,0
-79.69,-83.94,-1274,-204,521,0
-80.5,-80.62,-551,-567,-334,0
-78.06,-128.25,234,115,84,0
-77,-148.19,-48,-134,-299,0
-73.06,-96.81,-220,112,-162,0
-77.31,-60.31,331,-110,33,0
-76.81,-40.44,601,-804,-28,0
-79.87,-83.94,280,-185,-164,0
-80.19,-143.37,70,-88,85,0
-71.81,-126.87,-561,-576,-204,0
-75.69,-60.13,445,-545,-64,0
-79.56,-81.37,-798,-441,50,0
-78.81,-63.94,208,-75,-403,0
-76.19,-128.87,-45,-139,21,0
-77.44,-154.5,-257,5,134,0
-72.62,-109.19,-157,106,-66,0
-76.31,-60,584,-215,168,0
-78.69,-62.25,-272,-921,-116,0
-80.06,-75.5,511,-604,-142,0
-78.87,-140.94,-5,-105,163,0
-71.19,-136.87,-697,-520,-110,0
-74.69,-83.19,412,-321,56,0
-78.5,-85,-418,-171,-277,0
-76.31,-47.06,363,52,-333,0
-77.44,-119.37,-128,4,-13,0
-78.81,-157,-134,143,120,0
-72.19,-115.94,43,-224,35,0
-75.81,-64.75,529,-361,-77,0
-78.37,-87.37,-1113,-39,-81,0
-79.44,-86.87,-220,-547,-288,0
-77.75,-129.56,293,150,141,0
-74.62,-145.31,-93,-392,6,0
-72.94,-100.75,15,-147,-34,0
-78.12,-75.31,181,-154,17,0
-75.37,-38.56,1090,-373,-347,0
-78,-101.25,173,-227,-149,0
-78.75,-150.81,-38,-87,86,0
-71.25,-122.19,-859,-677,-232,0
-74.81,-65.31,485,-452,-102,0
-78.5,-94,-954,-225,721,0
-79.19,-73.87,-542,-336,-353,0
-77.31,-125.5,187,112,73,0
-77.37,-160.75,-397,-69,-333,0
-72,-112.81,-291,342,-158,0
-77,-72,485,-160,76,0
-75,-45.06,1057,-238,-158,0
-77.69,-106.25,20,238,-162,0
-82.5,-133.06,51,478,-35,0
-71.5,-101.25,-75,1069,-114,0
-76.31,-61.13,462,-64,70,0
-79.69,-51.69,94,-664,-487,0
-79,-112.69,10,178,-169,0
-79.81,-167.69,19,17,9,0
-72.62,-105.06,199,-19,301,0
-75.56,-59.81,600,-98,191,0
-73.81,-40.13,735,-470,-311,0
-77.75,-96.06,371,-557,-188,0
-76.19,-145.19,-209,279,49,0
-71.87,-105.37,313,294,-20,0
-76.12,-73.12,465,-41,85,0
-77.25,-77.06,-658,-766,-449,0
-76.56,-110.12,553,-124,-153,0
-75.75,-157.5,-181,7,172,0
-72.31,-122.31,-512,-674,-21,0
-76,-45.88,650,-135,10,0
-76.81,-48.88,-1201,-1022,-1003,0
-79.37,-75.44,108,-274,-111,0
-77.81,-121.25,123,-51,29,0
-78.06,-146.5,-188,-170,-450,0
-73.87,-94.87,-328,172,-272,0
-75.87,-56.31,427,-139,181,0
-74.94,-37.13,528,-886,128,0
-78.81,-40.44,432,-497,-241,0
-82.44,-132.19,-70,-382,26,0
-73.12,-111.69,-265,-612,-180,0
-74.81,-64.19,325,-406,-70,0
-77.5,-76.69,-1353,-360,546,0
-78.31,-78,-553,-294,-120,0
-77.31,-117.31,263,49,62,0
-78.06,-141.75,-318,-108,-184,0
-73.69,-76.56,230,-66,-68,0
-76.62,-53.81,-132,-760,-145,0
-78,-51.19,279,-1062,-437,0
-78.44,-100.37,-84,-50,-259,0
-77.69,-146.87,-50,-70,-31,0
-72,-110.37,102,-571,-34,0
-71.44,-84.81,460,-361,-16,0
-74.81,-86.62,-723,77,154,0
-75.94,-92.25,-28,-524,-169,0
-74.12,-134.25,41,41,27,0
-71.81,-150.12,71,-258,-326,0
-69.37,-104.19,-146,-89,-115,0
-74.87,-68.12,240,-225,62,0
-74.69,-61.69,229,-275,-71,0
-77.5,-77,470,-346,-214,0
-78.69,-133.06,-6,-238,5,0
-69.81,-119.75,-794,-621,-235,0
-73.56,-61.81,510,-498,-64,0
-77.25,-83.06,-703,-292,21,0
-75.12,-57.13,365,312,-327,0
-75.56,-116.94,-272,174,-75,0
-79.31,-138.94,-60,154,148,0
-71.44,-100.19,27,-69,14,0
-73.5,-57.81,555,-185,92,0
-74.56,-61.19,-514,-188,-663,0
-78.75,-62.38,529,-912,-346,0
-79.19,-127.75,4,-98,95,0
-72.62,-119.94,-525,-520,-171,0
-72.75,-72.31,52,-687,-44,0
-76.69,-80.06,-481,-238,-488,0
-74.5,-54.31,68,-73,-379,0
-75.19,-105.5,-104,-138,-67,0
-77.5,-137.12,-233,-271,46,0
-71.25,-101.06,230,-295,166,0
-72.37,-63.31,542,-105,17,0
-75.06,-75.19,-809,-240,-1132,0
-78.06,-66.19,367,-845,-192,0
-77.37,-129.56,163,10,138,0
-71.12,-130,-380,-201,-144,0
-73.31,-78.19,331,-287,-34,0
-77.19,-82.81,-582,-199,-328,0
-73.5,-55.38,161,249,-261,0
-76.19,-111.75,-323,107,-109,0
-79.81,-140,-125,132,-46,0
-72.5,-99,121,-153,21,0
-73.25,-57.5,484,-262,-102,0
-75,-68.25,-662,118,101,0
-77.44,-66.12,-7,-632,-269,0
-76.44,-117.94,171,122,124,0
-74.56,-131,-52,-362,-69,0
-72.25,-83.06,189,-216,-133,0
-76.75,-77.56,-280,-183,205,0
-74.12,-38.19,981,-506,-330,0
-78.19,-95.44,108,-187,-243,0
-80.75,-139.56,98,-146,41,0
-70.75,-116.37,-829,-734,-216,0
-73.12,-58.5,370,-540,-120,0
-78.31,-80.94,-1186,-314,653,0
-78.44,-73,-761,-406,-319,0
-77.12,-116.56,284,53,95,0
-77.94,-138.81,-293,-120,-256,0
-70.44,-94.94,-274,499,-198,0
-76.12,-62.69,359,-100,132,0
-74.5,-40.69,880,-792,157,0
-77.56,-73.81,394,-227,-216,0
-79.81,-138.75,63,-178,126,0
-70.19,-121.69,-1174,-869,-338,0
-73.5,-63.88,335,-623,-98,0
-77.19,-83,-809,-326,457,0
-76.69,-68.12,-639,-296,-325,0
-75.69,-120.25,91,-108,32,0
-77.19,-142.5,-203,49,103,0
-68.81,-102.81,-337,474,-176,0
-73.62,-58.94,588,-115,135,0
-75.06,-57.25,-448,-397,-264,0
-76.56,-50.44,718,-663,-205,0
-79.62,-117.12,-76,18,120,0
-73.69,-123.31,-440,-269,-223,0
-72.06,-71.06,488,-228,33,0
-77.37,-67.75,-453,-319,94,0
-71.81,-37.19,877,-234,-368,0
-77.31,-92.12,-207,18,-306,0
-82,-123.19,-76,-128,-71,0
-73.56,-93.25,-44,-876,-188,0
-72.37,-50.81,246,-790,-208,0
-76.81,-69.75,-633,-105,648,0
-75.56,-54.5,-491,-245,-340,0
-76.37,-102.12,201,-171,5,0
-78.69,-131.5,-299,-82,39,0
-69.44,-95.56,-176,119,-162,0
-74.19,-62.5,143,-233,-210,0
-73.81,-39.06,448,-943,-181,0
-76.37,-75,451,-453,-208,0
-79.81,-122.81,35,-111,48,0
-69.87,-119.5,-849,-692,-235,0
-71.5,-69.5,299,-622,-17,0
-74.75,-72.5,-514,-42,-150,0
-75.31,-65.5,277,-220,-652,0
-78.87,-93.19,208,-34,-52,0
-79.12,-139.12,-48,127,-55,0
-72.19,-97.06,-59,-139,41,0
-71.94,-71.31,475,-203,-36,0
-75.06,-66.37,-856,-260,-626,0
-76.62,-49.75,197,-658,-285,0
-78.12,-107.19,176,64,60,0
-77.12,-120,203,-35,-192,0
-69.94,-79.94,247,-129,-191,0
-74.94,-58.69,-123,-342,-129,0
-72.31,-33.81,745,-827,-279,0
-76.81,-70.56,191,-174,-321,0
-81.5,-118.75,65,-217,12,0
-71.56,-106.62,-838,-771,-214,0
-71.62,-51.31,341,-722,-193,0
-75.25,-74.19,-878,62,-4,0
-74.12,-56,-222,130,-885,0
-76.25,-105.06,-39,45,-105,0
-79.81,-132.81,-145,43,6,0
-70.31,-95.37,139,-233,122,0
-70.81,-57.25,406,-404,-34,0
-73.44,-62.88,-570,-62,-660,0
-76.37,-59.44,192,-777,-283,0
-77.44,-111.94,190,80,127,0
-73.87,-123,-43,-238,-66,0
-70,-82.12,272,-335,24,0
-74.94,-72.87,-384,-174,-23,0
-69.75,-41.25,519,-168,-305,0
-75.25,-97.19,-311,-38,-292,0
-79.94,-124.25,-13,-178,-21,0
-70.75,-105,-455,-901,-268,0
-71.5,-53.38,392,-632,-164,0
-76.25,-78.37,-786,-113,369,0
-75.31,-60.38,-424,93,-365,0
-76,-102.31,254,-26,10,0
-78.62,-130.62,-299,-152,-286,0
-68.56,-95.87,-199,168,-160,0
-72.69,-62.13,581,-151,204,0
-73.37,-48.69,284,-612,327,0
-75.06,-53.56,593,-554,-172,0
-80.12,-118.69,-25,-244,27,0
-69.62,-116.44,-1447,-928,-393,0
-70.69,-63,276,-533,-94,0
-75.62,-71.69,-722,-295,102,0
-71.06,-42.25,278,-62,-465,0
-75.44,-99.87,9,-73,-82,0
-79.69,-129.25,-63,188,14,0
-70.19,-93.69,20,-208,8,0
-70.31,-60.25,594,-133,13,0
-72.5,-62.44,-745,-201,-1154,0
-75.06,-57,304,-802,-298,0
-77.12,-112.69,-54,61,143,0
-70.94,-119.06,-596,-537,-89,0
-69.69,-73.25,186,-598,-69,0
-74,-74.5,-269,-307,-289,0
-71.5,-49.56,135,-68,-443,0
-74.94,-94.56,-80,-10,-209,0
-79.5,-125.25,-53,-124,-46,0
-69.94,-102.31,-116,-547,-101,0
-69.44,-60.75,494,-305,-146,0
-74.25,-69.31,-811,-115,473,0
-75.31,-59.5,-222,-682,-431,0
-75.56,-106.94,224,100,79,0
-76.06,-124.19,-167,-19,-360,0
-66.44,-91.44,-74,309,-142,0
-72.06,-60.56,376,-366,82,0
-73.31,-56.13,-530,-922,-371,0
-75.56,-58.63,673,-731,-273,0
-77.75,-121.81,39,-189,151,0
-68.44,-115.81,-848,-647,-158,0
-70.06,-67.94,343,-645,-75,0
-74.31,-83.81,-554,-205,-373,0
-70.75,-50.94,384,-8,-448,0
-73.81,-101.87,-206,177,-102,0
-78.37,-129,-105,61,44,0
-69,-102.31,-118,-325,64,0
-70.81,-63.69,528,-243,-54,0
-74.56,-72.56,-1231,-329,-515,0
-74.87,-63,201,-804,-264,0
-76.19,-107.62,277,-12,79,0
-76.06,-129,43,-192,-199,0
-68.94,-92.56,-18,39,-182,0
-75.19,-82.62,-429,-198,-170,0
-72.37,-44.56,501,-430,-319,0
-75.5,-102.94,-214,155,-136,0
-80.25,-132.75,-84,115,75,0
-71.06,-102.56,-4,-655,-24,0
-71.56,-58.5,532,-507,-95,0
-74.44,-73.37,-268,223,-199,0
-77.62,-77.87,-386,-872,-381,0
-76.12,-116.37,181,-4,124,0
-74.5,-127.19,41,-28,-131,0
-71.25,-84.75,16,-99,-206,0
-75.44,-63.25,48,-284,-121,0
-72.37,-37.69,915,-746,-388,0
-75.87,-69.87,430,-179,-422,0
-79.69,-120.31,1,-273,-35,0
-69.56,-113.25,-1176,-948,-351,0
-70.87,-68.75,442,-588,-56,0
-75,-80.62,-494,-285,177,0
-75.31,-52,-76,-195,-464,0
-76.25,-103.44,206,-128,39,0
-78.94,-134.62,-437,-197,-182,0
-68.62,-96.94,-96,187,-118,0
-71.94,-61.31,604,-73,210,0
-73.25,-51.81,-399,-694,-743,0
-74.75,-53.63,692,-740,-284,0
-77.37,-118.87,-79,0,147,0
-70.62,-120,-398,-439,-91,0
-70.56,-74.44,212,-779,-43,0
-75.12,-81.56,-364,-338,-183,0
-71.69,-55,99,329,-505,0
-75.56,-101.69,-187,33,-136,0
-79.69,-130.12,-91,288,-93,0
-69.12,-95.37,128,-57,6,0
-71.12,-54.94,638,-146,-7,0
-72.75,-58.19,-581,-160,-939,0
-75.25,-50.94,323,-995,-329,0
-77.81,-103.81,39,-12,69,0
-72.62,-109.94,-186,-242,-23,0
-68.19,-74.31,265,-409,-133,0
-73.25,-72.5,-490,-114,-390,0
-70.62,-44.94,-204,-19,-404,0
-73.62,-48.63,138,-41,-172,0
-80.56,-54.13,-189,-164,-43,0
-70.06,-45.69,-237,-427,76,0
-69.56,-45.5,399,-266,-15,0
-71.31,-49.19,-442,-534,-784,0
-72.81,-53.44,35,-368,-286,0
-76.37,-60.13,101,-80,-7,0
-75.56,-56.5,-533,-350,-191,0
-69.31,-57.94,138,-273,-50,0
-70.62,-52.75,63,-177,70,0
-74.62,-47.63,102,-216,-310,0
-75.5,-61.06,174,-166,-213,0
-79.69,-71.81,-140,-140,-102,0
-70.06,-48.75,-246,-443,35,0
-69,-53.38,527,-251,-134,0
-72,-60.31,-970,70,-620,0
-72.25,-48.88,69,-438,-346,0
-75.75,-49.5,83,-98,-12,0
-76.31,-39.31,-331,-103,-389,0
-69.69,-38.63,212,-244,-159,0
-70.62,-30.12,66,-22,-46,0
-70.81,-37,611,-329,-350,0
-73.31,-42,87,-359,-262,0
-80.75,-65.19,-124,-244,-118,0
-72.37,-55.94,-153,-636,-151,0
-70.62,-57.5,255,-481,-70,0
-73.75,-63.13,-650,-255,646,0
-73.62,-47.44,-278,-456,-332,0
-77.12,-56.06,92,-108,-120,0
-81.5,-73.56,-312,-301,-261,0
-69.44,-86.06,-345,-9,-131,0
-69.56,-56.13,379,-202,-29,0
-73.56,-46.94,1015,-1052,388,0
-74.44,-51.88,126,-283,-294,0
-79.94,-78.56,39,-190,-4,0
-72.87,-82,-607,-449,-45,0
-68.56,-62.38,260,-540,-69,0
-72.19,-59.56,-353,-211,-162,0
-70.37,-42.13,-146,-69,-777,0
-74.75,-41.75,236,-109,-183,0
-82.56,-49,-156,-98,-107,0
-72.44,-57.13,-330,6,-121,0
-69.31,-43.75,462,-266,-181,0
-73.25,-43.06,-865,99,-253,0
-72.5,-19.37,-246,-481,-523,0
-77.37,-14.94,36,-15,-259,0
-73.94,-1.56,182,-183,-694,0
-69.19,-21.69,-158,25,-386,0
-68.06,2.56,119,101,-460,0
-67.12,22.5,116,198,-583,0
-75.5,34.06,26,444,-436,0
-76.12,57.88,-93,74,-195,0
-78.69,35.06,-541,394,-432,0
-63.06,35.75,399,161,-430,0
-64.25,43,-501,382,-63,0
-66.19,49.69,-493,-194,-892,0
-74.37,63.56,-180,291,-317,0
-72.44,73.62,-57,333,-232,0
-77.62,58.13,-345,28,-418,0
-63.5,38.81,489,33,-237,0
-66.87,44.69,-119,580,528,0
-70.06,49,-320,-66,-393,0
-75.56,55.44,110,465,-172,0
-74,71.06,-377,-197,-597,0
-72.69,19.37,53,565,-539,0
-64.94,35.88,43,331,-104,0
-64,36.56,830,-290,-363,0
-72.31,42,151,360,-392,0
-72.44,60.56,15,73,-270,0
-80.75,47.81,-713,-220,-316,0
-64.19,29.25,389,-181,-297,0
-70,37.81,-766,330,-83,0
-65.94,32.88,137,275,-529,0
-77.56,42.38,-131,36,-296,0
-76.62,59.94,-310,50,-301,0
-76,8.06,37,-77,-192,0
-62.75,21.75,445,137,-156,0
-66.31,25.44,-939,-157,-1155,0
-69.06,31.31,378,-138,-330,0
-74.12,38.69,33,349,-255,0
-79.75,50.44,-168,90,-501,0
-69.75,16.69,262,515,-392,0
-66.69,37.06,-239,173,-364,0
-61.94,31.44,831,99,-417,0
-72.94,36.06,112,430,-436,0
-73.62,56.38,-160,13,-224,0
-80,31.81,-839,-432,-647,0
-61.81,26.44,501,-143,-281,0
-66.75,35.69,-484,404,493,0
-67.62,36.19,-107,272,-600,0
-74.62,41.25,46,345,-219,0
-73.62,58.19,-351,153,-443,0
-72.62,19.37,-49,569,-509,0
-63.06,34.25,196,243,-65,0
-64.19,38,-121,-641,-163,0
-68.12,40.81,316,107,-431,0
-71.69,52.06,-51,250,-216,0
-79.06,49.5,-412,96,-339,0
-64.75,31.37,151,15,-288,0
-67.44,39.69,-553,328,-368,0
-63.25,33.25,158,389,-510,0
-74.56,40.81,-208,306,-351,0
-74.06,56.06,-340,101,-327,0
-74.12,19.62,-4,111,-216,0
-60.56,24.69,376,461,-211,0
-64.94,29.06,-653,650,-650,0
-68.69,38.94,-139,-215,-505,0
-73.06,39.63,136,569,-237,0
-77.75,47.06,15,220,-297,0
-67.81,20.75,234,193,-298,0
-66.56,34.75,-534,188,-255,0
-61.69,32.38,517,34,-477,0
-74.06,33.31,-64,464,-330,0
-74.06,54.06,-305,170,-296,0
-75.25,22.31,-128,-202,-269,0
-60.94,25.75,611,51,-331,0
-64.56,28.69,-605,656,-375,0
-67.5,36.63,-37,-112,-489,0
-73.12,36.25,160,537,-218,0
-75.87,47.06,102,334,-468,0
-69.44,16.12,227,411,-422,0
-64.37,35.25,-180,228,-386,0
-61.19,36.13,694,-258,-405,0
-71.06,37.81,225,268,-416,0
-72.5,53.31,-28,76,-292,0
-79.69,33.19,-1088,-450,-656,0
-62.38,24.75,383,-225,-355,0
-68.37,35.63,-805,152,249,0
-68.37,31,-454,140,-955,0
-76.37,35.88,-12,279,-222,0
-74.94,56.88,-377,245,-362,0
-75.5,17.19,168,38,-199,0
-63,22.31,412,342,-228,0
-66.19,28.37,-1313,-240,-1001,0
-68.87,41.06,224,-482,-480,0
-74,39,-25,254,-208,0
-79.87,35.63,-107,132,-411,0
-66.5,20.75,144,-24,-234,0
-67.62,35.31,-704,-72,-478,0
-62.81,25.25,476,392,-520,0
-73.75,37.94,0,424,-413,0
-72.62,55.75,-276,359,-261,0
-74.5,24.5,-67,434,-315,0
-63.19,30.19,556,339,-198,0
-66.94,38.88,-819,-215,-894,0
-69.25,44.56,364,-223,-470,0
-75.31,44,-62,328,-146,0
-79.75,43.5,-213,-37,-277,0
-63.75,17.69,271,115,-269,0
-65.44,32.5,-1015,0,-40,0
-65.31,29.5,-60,140,-832,0
-75.37,37.88,-114,264,-264,0
-73.62,55.13,-184,252,-233,0
-75.87,28.56,-263,-487,-349,0
-62,26.12,574,44,-316,0
-67.06,31.31,-746,359,-881,0
-69.19,38.06,85,-435,-481,0
-75.81,31.81,31,367,-226,0
-76.56,50.63,-138,222,-561,0
-74,6.44,186,432,-444,0
-65.12,26.5,344,167,-21,0
-62.25,29.69,552,-767,494,0
-68.69,29.75,832,-131,-466,0
-76.75,47.31,-42,152,-220,0
-82.37,30.75,-219,-232,-307,0
-66.06,14.56,366,134,-213,0
-68.87,23.81,-466,-127,-499,0
-64.31,16.69,-46,136,-826,0
-77.62,15.38,-140,74,-363,0
-78.62,28.94,133,-39,-235,0
-83.37,-1.81,-540,-332,-399,0
-68.25,0.56,273,-131,-282,0
-75.25,10.5,-1079,-7,123,0
-70.5,12,-551,-128,-705,0
-80.5,-9.44,119,-24,-246,0
-81.69,-11.56,133,-418,-379,0
-69.31,-12.13,15,-290,-293,0
-64.75,3.31,60,132,-149,0
-65.31,9.81,-366,-878,-700,0
-70.87,8.94,323,-326,-393,0
-78.56,-4.62,77,215,-245,0
-83.5,1.62,-491,475,-597,0
-76.62,-21.25,159,106,-368,0
-65.62,9.56,335,-75,-381,0
-68.56,7.19,111,198,256,0
-68.81,6.31,208,305,-582,0
-79.37,-1.69,-94,134,-288,0
-80.94,27.87,-294,194,-455,0
-75.5,-2.69,394,49,-294,0
-61.75,13.69,194,93,-378,0
-62.56,18,-271,242,124,0
-69.31,22.75,-245,-71,-375,0
-76.62,16.44,107,327,-322,0
-78.81,40.06,-161,406,-278,0
-79.44,26.87,-331,58,-444,0
-62.63,25.25,327,-33,-330,0
-65.69,29.31,-568,74,-279,0
-65.06,26.5,-146,226,-512,0
-74.44,38,-105,266,-381,0
-74.69,55.94,-163,325,-265,0
-78.06,39.44,-300,-83,-491,0
-61.94,26.75,321,-120,-269,0
-66.69,29.25,-556,259,134,0
-66,27.19,-159,56,-828,0
-77.19,28.12,-138,88,-319,0
-76.25,51.38,-331,36,-324,0
-77.62,24.37,-169,-233,-515,0
-62.06,20.5,332,47,-349,0
-66.44,26.94,-636,325,-22,0
-64.87,25.94,-121,93,-904,0
-76.19,31.69,-201,198,-264,0
-75.62,55.44,-305,105,-359,0
-75.87,27.56,-195,-77,-422,0
